series_id,timestamp,target,promo,holiday,store_type
S000,2022-01-01,159.8379420111898,0,0,0
S000,2022-01-02,157.17904950660076,0,0,0
S000,2022-01-03,179.1308386038673,1,0,0
S000,2022-01-04,164.95696904706463,0,0,0
S000,2022-01-05,154.94574821851742,0,0,0
S000,2022-01-06,153.77903744765297,1,0,0
S000,2022-01-07,146.72866873962664,0,0,0
S000,2022-01-08,145.8746505345846,0,0,0
S000,2022-01-09,159.05858419197548,0,0,0
S000,2022-01-10,167.19408992633757,0,0,0
S000,2022-01-11,156.5181958534094,0,0,0
S000,2022-01-12,132.48702458450066,0,0,0
S000,2022-01-13,144.37609803285565,1,0,0
S000,2022-01-14,140.46915036550874,0,0,0
S000,2022-01-15,159.55630746601162,0,0,0
S000,2022-01-16,160.6640546124923,0,0,0
S000,2022-01-17,162.15334830418206,0,0,0
S000,2022-01-18,149.0395814481015,0,0,0
S000,2022-01-19,148.91027923139606,0,0,0
S000,2022-01-20,130.4925122691379,0,0,0
S000,2022-01-21,146.69329743804238,0,0,0
S000,2022-01-22,158.64464981009348,0,0,0
S000,2022-01-23,155.00770480391876,0,0,0
S000,2022-01-24,167.27587397576298,0,0,0
S000,2022-01-25,165.94076199865873,1,0,0
S000,2022-01-26,148.85081571753392,0,0,0
S000,2022-01-27,155.8810967813472,1,0,0
S000,2022-01-28,158.9522774384502,1,0,0
S000,2022-01-29,160.4924227357514,0,0,0
S000,2022-01-30,177.97390856703694,1,0,0
S000,2022-01-31,157.51957701545896,0,0,0
S000,2022-02-01,140.94080756542698,0,0,0
S000,2022-02-02,152.89702257848322,0,0,0
S000,2022-02-03,160.76559745147208,1,0,0
S000,2022-02-04,145.5942326850411,0,0,0
S000,2022-02-05,148.95947738947044,0,0,0
S000,2022-02-06,168.1663770713424,0,0,0
S000,2022-02-07,151.35272914295382,0,0,0
S000,2022-02-08,151.76936835589382,0,0,0
S000,2022-02-09,139.84605435161976,0,0,0
S000,2022-02-10,144.85419727616303,0,0,0
S000,2022-02-11,142.05328485772563,0,0,0
S000,2022-02-12,163.57642313355177,0,0,0
S000,2022-02-13,159.40841875921151,0,0,0
S000,2022-02-14,159.80430530214855,0,0,0
S000,2022-02-15,159.16865086657177,0,0,0
S000,2022-02-16,143.8192203932821,0,0,0
S000,2022-02-17,136.78585682638683,0,0,0
S000,2022-02-18,147.4971509890343,0,0,0
S000,2022-02-19,149.21062430113093,0,0,0
S000,2022-02-20,164.61369280112547,0,0,0
S000,2022-02-21,162.89438303267212,0,0,0
S000,2022-02-22,156.5944637544638,0,0,0
S000,2022-02-23,148.15812929738968,0,0,0
S000,2022-02-24,142.2080003745031,0,0,0
S000,2022-02-25,146.731374435562,0,0,0
S000,2022-02-26,149.6508319871098,0,0,0
S000,2022-02-27,148.41380638188875,0,0,0
S000,2022-02-28,161.41634320877338,0,0,0
S000,2022-03-01,153.35621329546873,0,0,0
S000,2022-03-02,140.14393846133376,0,0,0
S000,2022-03-03,146.91182381370587,0,0,0
S000,2022-03-04,142.33396436792896,0,0,0
S000,2022-03-05,142.17213458242256,0,0,0
S000,2022-03-06,172.3927577568163,1,0,0
S000,2022-03-07,157.2125805628507,0,0,0
S000,2022-03-08,146.4663371677549,0,0,0
S000,2022-03-09,149.3693777241279,0,0,0
S000,2022-03-10,136.77533096870806,0,0,0
S000,2022-03-11,148.31170581103717,0,0,0
S000,2022-03-12,146.77008182555468,0,0,0
S000,2022-03-13,164.42563623575424,0,0,0
S000,2022-03-14,163.19897074588718,0,0,0
S000,2022-03-15,156.35755079903996,0,0,0
S000,2022-03-16,143.4306059337674,0,0,0
S000,2022-03-17,147.46521387819698,0,0,0
S000,2022-03-18,147.0655712315626,0,0,0
S000,2022-03-19,149.6484272476354,0,0,0
S000,2022-03-20,162.1807356657344,0,0,0
S000,2022-03-21,155.15378924930477,0,0,0
S000,2022-03-22,148.65683359685698,0,0,0
S000,2022-03-23,146.99743442137859,0,0,0
S000,2022-03-24,156.50268330077154,1,0,0
S000,2022-03-25,146.58485152629422,0,0,0
S000,2022-03-26,165.62216633253774,1,0,0
S000,2022-03-27,165.74650402176223,0,0,0
S000,2022-03-28,153.63207030445253,0,0,0
S000,2022-03-29,158.7566896750445,0,0,0
S000,2022-03-30,148.69943611210988,0,0,0
S000,2022-03-31,149.81861453995333,0,0,0
S000,2022-04-01,144.85375230788728,0,0,0
S000,2022-04-02,153.25199279996184,0,0,0
S000,2022-04-03,168.54499110326492,0,0,0
S000,2022-04-04,178.73222628857712,1,0,0
S000,2022-04-05,158.91330116548824,0,0,0
S000,2022-04-06,145.24801675850674,0,0,0
S000,2022-04-07,143.05902869206594,0,0,0
S000,2022-04-08,135.01379375470458,0,0,0
S000,2022-04-09,160.49461799949347,1,0,0
S000,2022-04-10,162.3517421829904,0,0,0
S000,2022-04-11,150.8151119745781,0,0,0
S000,2022-04-12,156.01249994089414,0,0,0
S000,2022-04-13,161.1146230505154,1,0,0
S000,2022-04-14,144.37019641368917,0,0,0
S000,2022-04-15,134.70777645878857,0,0,0
S000,2022-04-16,140.21328542214837,0,0,0
S000,2022-04-17,164.83121972534337,0,0,0
S000,2022-04-18,161.14484748501857,0,0,0
S000,2022-04-19,157.69283492850238,0,0,0
S000,2022-04-20,156.15592103547425,0,0,0
S000,2022-04-21,143.12161178844417,0,0,0
S000,2022-04-22,133.16994410744522,0,0,0
S000,2022-04-23,149.60188432088268,0,0,0
S000,2022-04-24,163.1650365074606,0,0,0
S000,2022-04-25,158.1314786023047,0,0,0
S000,2022-04-26,153.70649752857386,0,0,0
S000,2022-04-27,157.57866727836037,1,0,0
S000,2022-04-28,150.17416748690442,0,0,0
S000,2022-04-29,150.74627469444255,0,0,0
S000,2022-04-30,141.29980641504767,0,0,0
S000,2022-05-01,169.07290478520937,0,0,0
S000,2022-05-02,156.14913389042334,0,0,0
S000,2022-05-03,166.45965717927143,0,0,0
S000,2022-05-04,139.90850779957626,0,0,0
S000,2022-05-05,148.09509372068015,0,0,0
S000,2022-05-06,140.7280969564797,0,0,0
S000,2022-05-07,150.33260362536157,0,0,0
S000,2022-05-08,163.39323411068855,0,0,0
S000,2022-05-09,156.27382702540766,0,0,0
S000,2022-05-10,156.97721152128852,0,0,0
S000,2022-05-11,162.4489853681494,1,0,0
S000,2022-05-12,148.5235142619415,0,0,0
S000,2022-05-13,151.29542577846755,0,0,0
S000,2022-05-14,175.14643391676358,1,0,0
S000,2022-05-15,160.1413118324192,0,0,0
S000,2022-05-16,162.52525561382814,0,0,0
S000,2022-05-17,165.73851112844858,1,0,0
S000,2022-05-18,142.78799538905204,0,0,0
S000,2022-05-19,148.32790177991495,1,0,0
S000,2022-05-20,142.46960153702082,0,0,0
S000,2022-05-21,151.9199811677275,0,0,0
S000,2022-05-22,158.51656909260015,0,0,0
S000,2022-05-23,177.05334368090033,1,0,0
S000,2022-05-24,147.65461283636935,0,0,0
S000,2022-05-25,156.47051757112825,0,0,0
S000,2022-05-26,143.53134989229713,0,0,0
S000,2022-05-27,149.66213033097063,0,0,0
S000,2022-05-28,152.893978845986,0,0,0
S000,2022-05-29,153.51989320897584,0,0,0
S000,2022-05-30,158.35572614894767,0,0,0
S000,2022-05-31,136.90849254762833,0,0,0
S000,2022-06-01,161.74016480713593,1,0,0
S000,2022-06-02,141.39641575469193,0,0,0
S000,2022-06-03,150.25643934503736,0,0,0
S000,2022-06-04,154.96012172024615,1,0,0
S000,2022-06-05,171.5312915245775,1,0,0
S000,2022-06-06,158.4035930932941,0,0,0
S000,2022-06-07,161.72429485532152,1,0,0
S000,2022-06-08,138.73701593433717,0,0,0
S000,2022-06-09,135.2476642821729,0,0,0
S000,2022-06-10,148.9315913633154,0,0,0
S000,2022-06-11,156.28493904907273,0,0,0
S000,2022-06-12,150.2917205683369,0,0,0
S000,2022-06-13,159.10165968766756,0,0,0
S000,2022-06-14,157.52337358024036,0,0,0
S000,2022-06-15,148.53837252374274,0,0,0
S000,2022-06-16,133.2966726552873,0,0,0
S000,2022-06-17,140.14634934569912,0,0,0
S000,2022-06-18,142.90461993477598,0,0,0
S000,2022-06-19,163.73703399091804,0,0,0
S000,2022-06-20,174.2282153422136,0,0,0
S000,2022-06-21,154.580797899228,0,0,0
S000,2022-06-22,134.88133911033427,0,0,0
S000,2022-06-23,146.0857434295351,0,0,0
S000,2022-06-24,151.9535059950513,0,0,0
S000,2022-06-25,172.5566486933743,1,0,0
S000,2022-06-26,158.987644326961,0,0,0
S000,2022-06-27,162.8033663716273,0,0,0
S000,2022-06-28,155.31213160662878,0,0,0
S000,2022-06-29,150.58099906390987,0,0,0
S000,2022-06-30,146.69677542049214,0,0,0
S000,2022-07-01,139.18158063351612,0,0,0
S000,2022-07-02,147.44607115460607,0,0,0
S000,2022-07-03,156.13828980412396,0,0,0
S000,2022-07-04,172.24552106399017,1,0,0
S000,2022-07-05,155.7803056686458,0,0,0
S000,2022-07-06,152.7059165096695,0,0,0
S000,2022-07-07,147.95564715752383,1,0,0
S000,2022-07-08,148.31338986916,0,0,0
S000,2022-07-09,163.21108901904933,1,0,0
S000,2022-07-10,142.18915901303762,0,0,0
S000,2022-07-11,157.5671797862101,0,0,0
S000,2022-07-12,153.16026128118807,0,0,0
S000,2022-07-13,149.50379648494734,0,0,0
S000,2022-07-14,144.63227239749932,0,0,0
S000,2022-07-15,143.16194547718698,0,0,0
S000,2022-07-16,146.06312088284824,0,0,0
S000,2022-07-17,163.12839009462775,0,0,0
S000,2022-07-18,155.97121422552263,0,0,0
S000,2022-07-19,148.0600255720044,0,0,0
S000,2022-07-20,142.89578151839004,0,0,0
S000,2022-07-21,138.36272116688554,0,0,0
S000,2022-07-22,142.5046865092092,0,0,0
S000,2022-07-23,161.7016052093642,1,0,0
S000,2022-07-24,169.50691572712392,1,0,0
S000,2022-07-25,163.70971190291613,0,0,0
S000,2022-07-26,158.91258959295504,0,0,0
S000,2022-07-27,149.2900284824415,0,0,0
S000,2022-07-28,139.55844926390185,0,0,0
S000,2022-07-29,139.39773918150985,0,0,0
S000,2022-07-30,149.1385055533839,0,0,0
S000,2022-07-31,156.95204787415008,0,0,0
S000,2022-08-01,164.19408900735516,0,0,0
S000,2022-08-02,152.92598693577813,0,0,0
S000,2022-08-03,139.66871169785458,0,0,0
S000,2022-08-04,150.27816984244066,1,0,0
S000,2022-08-05,152.70602423980307,0,0,0
S000,2022-08-06,145.2189773539797,0,0,0
S000,2022-08-07,150.7433365868268,0,0,0
S000,2022-08-08,171.58473342995092,1,0,0
S001,2022-01-01,168.1451854377266,0,0,1
S001,2022-01-02,179.07030719454843,0,0,1
S001,2022-01-03,176.7873462715834,0,0,1
S001,2022-01-04,180.7826833158943,0,0,1
S001,2022-01-05,163.76510550544484,0,0,1
S001,2022-01-06,174.98192020330725,0,0,1
S001,2022-01-07,166.92422712912378,0,0,1
S001,2022-01-08,199.71753317775696,1,0,1
S001,2022-01-09,189.48342284635316,0,0,1
S001,2022-01-10,183.66407917993095,0,0,1
S001,2022-01-11,183.3823881778764,0,0,1
S001,2022-01-12,180.14236707576137,0,0,1
S001,2022-01-13,165.20035936801426,0,0,1
S001,2022-01-14,169.76153719075674,0,0,1
S001,2022-01-15,176.08015900343324,0,0,1
S001,2022-01-16,186.78593506039212,0,0,1
S001,2022-01-17,207.50457142462616,0,0,1
S001,2022-01-18,173.44361665753124,0,0,1
S001,2022-01-19,181.25366998177765,0,0,1
S001,2022-01-20,198.11811812533816,1,0,1
S001,2022-01-21,169.06592201704999,0,0,1
S001,2022-01-22,186.8420214671301,0,0,1
S001,2022-01-23,196.47646745427542,0,0,1
S001,2022-01-24,186.83159976216638,0,0,1
S001,2022-01-25,185.78095323084906,0,0,1
