series_id,timestamp,target,promo,holiday,store_type
S000,2022-01-01,165.4753845663949,0,0,0
S000,2022-01-02,204.62950820955518,1,0,0
S000,2022-01-03,186.88958450193965,0,0,0
S000,2022-01-04,176.7967737257126,0,0,0
S000,2022-01-05,157.330751255629,0,0,0
S000,2022-01-06,140.32867232404675,0,0,0
S000,2022-01-07,149.34728543390264,0,0,0
S000,2022-01-08,191.21811100079026,1,0,0
S000,2022-01-09,193.8002440408393,0,0,0
S000,2022-01-10,195.5568280302412,0,0,0
S000,2022-01-11,172.67824297404528,0,0,0
S000,2022-01-12,155.7393541912704,0,0,0
S000,2022-01-13,139.07688642128508,0,0,0
S000,2022-01-14,146.8869280671901,0,0,0
S000,2022-01-15,167.88468692906162,0,0,0
S000,2022-01-16,188.81819218990938,0,0,0
S000,2022-01-17,185.39754404979297,0,0,0
S000,2022-01-18,173.7390604316622,0,0,0
S000,2022-01-19,172.5115219153526,1,0,0
S000,2022-01-20,168.4917811432936,1,0,0
S000,2022-01-21,145.26452829125864,0,0,0
S000,2022-01-22,164.7689390208888,0,0,0
S000,2022-01-23,180.75176440933893,0,0,0
S000,2022-01-24,188.20125899941004,0,0,0
S000,2022-01-25,169.5891624421598,0,0,0
S000,2022-01-26,151.54956628720885,0,0,0
S000,2022-01-27,153.97650250805202,0,0,0
S000,2022-01-28,168.57628601044092,1,0,0
S000,2022-01-29,162.7639842321874,0,0,0
S000,2022-01-30,191.87129145094744,0,0,0
S000,2022-01-31,200.46300770903477,0,0,0
S000,2022-02-01,172.19823930793783,0,0,0
S000,2022-02-02,156.20918125727357,0,0,0
S000,2022-02-03,147.09016607935376,0,0,0
S000,2022-02-04,156.95783614762504,0,0,0
S000,2022-02-05,163.4681280479459,0,0,0
S000,2022-02-06,183.80695576954662,0,0,0
S000,2022-02-07,192.216519151973,0,0,0
S000,2022-02-08,178.88799993675855,0,0,0
S000,2022-02-09,156.44198261515817,0,0,0
S000,2022-02-10,145.45308183318042,0,0,0
S000,2022-02-11,144.80789215217555,0,0,0
S000,2022-02-12,166.72729120141307,0,0,0
S000,2022-02-13,183.98694700893213,0,0,0
S000,2022-02-14,190.30027822188396,0,0,0
S000,2022-02-15,175.1920565792689,0,0,0
S000,2022-02-16,160.097190805912,0,0,0
S000,2022-02-17,150.3036667781768,0,0,0
S000,2022-02-18,151.19362251198223,0,0,0
S000,2022-02-19,169.3514416265614,0,0,0
S000,2022-02-20,185.52954817493227,0,0,0
S000,2022-02-21,189.6363660513974,0,0,0
S000,2022-02-22,174.7915631360263,0,0,0
S000,2022-02-23,159.74144357807756,0,0,0
S000,2022-02-24,146.12808692889638,0,0,0
S000,2022-02-25,159.20900825268362,0,0,0
S000,2022-02-26,174.50226541851842,0,0,0
S000,2022-02-27,187.12474281049967,0,0,0
S000,2022-02-28,186.8482294559056,0,0,0
S000,2022-03-01,173.49257919791702,0,0,0
S000,2022-03-02,163.50446815939281,0,0,0
S000,2022-03-03,147.83266003879177,0,0,0
S000,2022-03-04,153.02133844618055,0,0,0
S000,2022-03-05,161.4949316763735,0,0,0
S000,2022-03-06,189.55554034215928,0,0,0
S000,2022-03-07,191.98256946319498,0,0,0
S000,2022-03-08,173.76493216384569,0,0,0
S000,2022-03-09,157.1182269328903,0,0,0
S000,2022-03-10,172.0483223524694,1,0,0
S000,2022-03-11,151.57506184169196,0,0,0
S000,2022-03-12,167.56902069670895,0,0,0
S000,2022-03-13,185.69626315931558,0,0,0
S000,2022-03-14,189.42140841316285,0,0,0
S000,2022-03-15,179.08133476556648,0,0,0
S000,2022-03-16,165.1547238703156,0,0,0
S000,2022-03-17,137.04388900578383,0,0,0
S000,2022-03-18,150.68222340588113,0,0,0
S000,2022-03-19,169.70818494106598,0,0,0
S000,2022-03-20,187.55862200598065,0,0,0
S000,2022-03-21,189.20608941635805,0,0,0
S000,2022-03-22,171.70862740289502,0,0,0
S000,2022-03-23,160.84516772885243,0,0,0
S000,2022-03-24,154.48435344181857,0,0,0
S000,2022-03-25,145.75860865990825,0,0,0
S000,2022-03-26,172.72187712602167,0,0,0
S000,2022-03-27,185.32497497039367,0,0,0
S000,2022-03-28,190.71288017398075,0,0,0
S000,2022-03-29,174.7883503056466,0,0,0
S000,2022-03-30,158.45979092022552,0,0,0
S000,2022-03-31,153.03956077961053,0,0,0
S000,2022-04-01,154.48910506317642,0,0,0
S000,2022-04-02,176.4602413085214,0,0,0
S000,2022-04-03,191.6131532344488,0,0,0
S000,2022-04-04,192.97895408866736,0,0,0
S000,2022-04-05,186.24011226878628,0,0,0
S000,2022-04-06,185.76537864144194,1,0,0
S000,2022-04-07,175.36312550484308,1,0,0
S000,2022-04-08,151.2366300967395,0,0,0
S000,2022-04-09,170.06160796597146,0,0,0
S000,2022-04-10,208.32560078217716,1,0,0
S000,2022-04-11,195.44537292698132,0,0,0
S000,2022-04-12,174.8155894873084,0,0,0
S000,2022-04-13,163.45587661062513,0,0,0
S000,2022-04-14,147.60563780209986,0,0,0
S000,2022-04-15,157.3723321004008,0,0,0
S000,2022-04-16,197.0106910543,1,0,0
S000,2022-04-17,194.71494994043096,0,0,0
S000,2022-04-18,194.67456576880937,0,0,0
S000,2022-04-19,173.5050727728079,0,0,0
S000,2022-04-20,160.3230923650147,0,0,0
S000,2022-04-21,143.94464307739406,0,0,0
S000,2022-04-22,174.82601475390646,1,0,0
S000,2022-04-23,176.36919806694726,0,0,0
S000,2022-04-24,190.2469303690873,0,0,0
S000,2022-04-25,189.22017510559266,0,0,0
S000,2022-04-26,176.002794145312,0,0,0
S000,2022-04-27,160.9864632437653,0,0,0
S000,2022-04-28,144.03086106590163,0,0,0
S000,2022-04-29,150.53164224825073,0,0,0
S000,2022-04-30,171.83675203569805,0,0,0
S000,2022-05-01,192.58247308557608,0,0,0
S000,2022-05-02,194.71537252445825,0,0,0
S000,2022-05-03,171.15693539233425,0,0,0
S000,2022-05-04,162.33723160403426,0,0,0
S000,2022-05-05,149.4496657720094,0,0,0
S000,2022-05-06,155.1361943149806,0,0,0
S000,2022-05-07,177.31798269175096,0,0,0
S000,2022-05-08,203.92006223077078,1,0,0
S000,2022-05-09,190.18034275044897,0,0,0
S000,2022-05-10,182.95014853355306,0,0,0
S000,2022-05-11,155.05781690575023,0,0,0
S000,2022-05-12,155.32975748694594,0,0,0
S000,2022-05-13,179.1658500211327,1,0,0
S000,2022-05-14,174.50390972417276,0,0,0
S000,2022-05-15,186.20630992636808,0,0,0
S000,2022-05-16,196.06424102673114,0,0,0
S000,2022-05-17,185.12483928198822,0,0,0
S000,2022-05-18,162.5801363997674,0,0,0
S000,2022-05-19,174.57535526236688,1,0,0
S000,2022-05-20,155.0908657619225,0,0,0
S000,2022-05-21,167.92862253749433,0,0,0
S000,2022-05-22,188.1643996671466,0,0,0
S000,2022-05-23,192.46352595270972,0,0,0
S000,2022-05-24,182.64895833109907,0,0,0
S000,2022-05-25,165.91235112251292,0,0,0
S000,2022-05-26,145.7206765981241,0,0,0
S000,2022-05-27,153.77388649917006,0,0,0
S000,2022-05-28,201.51961618392806,1,0,0
S000,2022-05-29,186.04459128851073,0,0,0
S000,2022-05-30,190.04904582901077,0,0,0
S000,2022-05-31,182.18903745666316,0,0,0
S000,2022-06-01,165.55502471246575,0,0,0
S000,2022-06-02,150.26495496393323,0,0,0
S000,2022-06-03,159.8541947978493,0,0,0
S000,2022-06-04,175.33803915802403,0,0,0
S000,2022-06-05,192.65065428697423,0,0,0
S000,2022-06-06,195.81894171912126,0,0,0
S000,2022-06-07,214.90221548756273,1,0,0
S000,2022-06-08,161.62126701071304,0,0,0
S000,2022-06-09,142.46959138907738,0,0,0
S000,2022-06-10,161.21979969782288,0,0,0
S000,2022-06-11,170.34449531958302,0,0,0
S000,2022-06-12,189.97932561243866,0,0,0
S000,2022-06-13,199.10510826891996,0,0,0
S000,2022-06-14,175.49963415640818,0,0,0
S000,2022-06-15,181.6471153065932,1,0,0
S000,2022-06-16,144.34299862452085,0,0,0
S000,2022-06-17,151.8906669073056,0,0,0
S000,2022-06-18,174.1982692831313,0,0,0
S000,2022-06-19,215.85634560315782,1,0,0
S000,2022-06-20,195.23643206244478,0,0,0
S000,2022-06-21,176.52203860072714,0,0,0
S000,2022-06-22,153.7303596509527,0,0,0
S000,2022-06-23,175.17731511139803,1,0,0
S000,2022-06-24,177.39189832969376,1,0,0
S000,2022-06-25,174.5416957615822,0,0,0
